topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,works_count
T12861,"Migration, Education, Indigenous Social Dynamics",3316,Cultural Studies,33,Social Sciences,2,Social Sciences,18606
T13250,Semiotics and Representation Studies,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences,18555
T12758,Saffron Plant Research Studies,2730,Oncology,27,Medicine,4,Health Sciences,18535
T14228,Religion and Sociopolitical Dynamics in Nigeria,3300,General Social Sciences,33,Social Sciences,2,Social Sciences,18516
T12880,Qualitative Research Methods and Applications,3304,Education,33,Social Sciences,2,Social Sciences,18486
T13266,Indigenous Studies in Latin America,3316,Cultural Studies,33,Social Sciences,2,Social Sciences,18482
T12345,Adult and Continuing Education Topics,3304,Education,33,Social Sciences,2,Social Sciences,18476
T14082,"Modeling, Simulation, and Optimization",2607,Discrete Mathematics and Combinatorics,26,Mathematics,3,Physical Sciences,18471
T13052,Molecular Communication and Nanonetworks,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,18466
T13790,Waste Management and Environmental Impact,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,18435
T12901,Tattoo and Body Piercing Complications,3316,Cultural Studies,33,Social Sciences,2,Social Sciences,18386
T12416,Polymer Nanocomposite Synthesis and Irradiation,2507,Polymers and Plastics,25,Materials Science,3,Physical Sciences,18385
T13893,Sustainable Development and Policies,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,18361
T14140,Elite Sociology and Global Capitalism,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,18333
T12523,Nasolacrimal Duct Obstruction Treatments,2731,Ophthalmology,27,Medicine,4,Health Sciences,18309
T12662,Digitalization and Economic Development in Agriculture,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences,18288
T14296,Climate Change and Sustainable Development,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,18257
T13062,Cognitive Computing and Networks,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,18198
T12818,"Pneumothorax, Barotrauma, Emphysema",2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences,18174
T13862,"Soil, Finite Element Methods",2211,Mechanics of Materials,22,Engineering,3,Physical Sciences,18146
T13218,Sesame and Sesamin Research,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,18140
T14264,"Law, Ethics, and AI Impact",1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences,18122
T14457,Intellectual Property Rights and Media,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,18094
T12638,Pomegranate: compositions and health benefits,2916,Nutrition and Dietetics,29,Nursing,4,Health Sciences,18086
T14245,Biomarkers in Disease Mechanisms,2403,Immunology,24,Immunology and Microbiology,1,Life Sciences,18082
T13399,Unemployment and Economic Growth,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,18060
T12024,Ultra-Wideband Communications Technology,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,18052
T13353,Flow Experience in Various Fields,3204,Developmental and Educational Psychology,32,Psychology,2,Social Sciences,18022
T13403,Higher Education in Latin America,3304,Education,33,Social Sciences,2,Social Sciences,18015
T13197,Spreadsheets and End-User Computing,1712,Software,17,Computer Science,3,Physical Sciences,17993
T14224,"Oil, Gas, and Environmental Issues",2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences,17952
T13740,Soil Science and Environmental Management,1111,Soil Science,11,Agricultural and Biological Sciences,1,Life Sciences,17934
T14019,Socioeconomic and Demographic Analysis,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,17916
T14520,Sustainable Urban and Rural Development,3322,Urban Studies,33,Social Sciences,2,Social Sciences,17892
T13826,"Bangladesh Politics, Society, and Development",3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,17851
T13798,Hops Chemistry and Applications,3004,Pharmacology,30,"Pharmacology, Toxicology and Pharmaceutics",1,Life Sciences,17823
T13150,Study and Philosophy of Religion,1211,Philosophy,12,Arts and Humanities,2,Social Sciences,17626
T13105,Synthesis and pharmacology of benzodiazepine derivatives,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,17621
T12483,Global Urban Networks and Dynamics,3322,Urban Studies,33,Social Sciences,2,Social Sciences,17596
T13431,Education Methods and Integration,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences,17522
T14141,Colonial History and Postcolonial Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,17504
T12944,Animal Nutrition and Health,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,17499
T13825,Economic Policies and Impacts,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,17482
T14050,Forest Ecology and Conservation,1107,Forestry,11,Agricultural and Biological Sciences,1,Life Sciences,17481
T14461,Medicinal Plant Studies,2707,Complementary and alternative medicine,27,Medicine,4,Health Sciences,17471
T14314,"Violence, Religion, and Philosophy",1211,Philosophy,12,Arts and Humanities,2,Social Sciences,17470
T13974,"Health, Education, and Aging",3306,Health,33,Social Sciences,2,Social Sciences,17439
T13789,Global Education Systems and Policies,3304,Education,33,Social Sciences,2,Social Sciences,17403
T13137,Strategic Planning and Analysis,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences,17398
T13489,Synthesis of β-Lactam Compounds,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,17370
T13272,Psychological Treatments and Assessments,3203,Clinical Psychology,32,Psychology,2,Social Sciences,17329
T13648,Cerebrovascular and genetic disorders,2728,Neurology,27,Medicine,4,Health Sciences,17327
T14114,Digital Media and Philosophy,1706,Computer Science Applications,17,Computer Science,3,Physical Sciences,17324
T12106,Surface Treatment and Residual Stress,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,17283
T13859,Organic Chemistry Synthesis Methods,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,17283
T13426,Kruppel-like factors research,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,17260
T13678,Agricultural Research and Practices,1100,General Agricultural and Biological Sciences,11,Agricultural and Biological Sciences,1,Life Sciences,17238
T13942,International Human Rights and Reproductive Law,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,17201
T14286,Parkinson's Disease and Spinal Disorders,2728,Neurology,27,Medicine,4,Health Sciences,17154
T14001,Evelyn Waugh and Hans Urs von Balthasar Studies,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences,17148
T13791,Veterinary medicine and infectious diseases,3404,Small Animals,34,Veterinary,4,Health Sciences,17140
T12833,Bartonella species infections research,2405,Parasitology,24,Immunology and Microbiology,1,Life Sciences,17137
T12879,Distributed Sensor Networks and Detection Algorithms,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences,17122
T12440,Karl Barth and Christian Theology,1211,Philosophy,12,Arts and Humanities,2,Social Sciences,17027
T14338,"Leadership, Human Resources, Global Affairs",3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,17025
T13461,Vladimir Nabokov Literary Studies,3316,Cultural Studies,33,Social Sciences,2,Social Sciences,17004
T12914,Infectious Disease Case Reports and Treatments,2725,Infectious Diseases,27,Medicine,4,Health Sciences,16995
T14385,Franz Kafka Literary Studies,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences,16885
T13810,Legal Systems and Institutions,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences,16884
T13792,Morinda citrifolia extract uses,2707,Complementary and alternative medicine,27,Medicine,4,Health Sciences,16881
T13298,Solar Energy Systems and Technologies,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,16850
T13921,Biological Stains and Phytochemicals,2736,Pharmacology,27,Medicine,4,Health Sciences,16778
T13434,Cancer Research and Treatment,2730,Oncology,27,Medicine,4,Health Sciences,16775
T12676,Machine Learning and ELM,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,16771
T12426,Lymphatic Disorders and Treatments,2746,Surgery,27,Medicine,4,Health Sciences,16682
T13827,Mechatronics Education and Applications,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,16659
T13082,Water and Land Management,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,16649
T14240,E-Learning and COVID-19,3304,Education,33,Social Sciences,2,Social Sciences,16641
T13536,Psychological and Temporal Perspectives Research,3205,Experimental and Cognitive Psychology,32,Psychology,2,Social Sciences,16640
T14092,"Ethics, Aesthetics, and Art",1211,Philosophy,12,Arts and Humanities,2,Social Sciences,16630
T13949,Belt and Road Initiative,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,16593
T13505,Apelin-related biomedical research,2736,Pharmacology,27,Medicine,4,Health Sciences,16570
T13771,Advanced Research in Science and Engineering,2611,Modeling and Simulation,26,Mathematics,3,Physical Sciences,16570
T13183,Islanding Detection in Power Systems,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,16561
T14333,Dermatoglyphics and Human Traits,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,16537
T13581,New Caledonia Indigenous Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,16532
T14419,Banking Systems and Strategies,1402,Accounting,14,"Business, Management and Accounting",2,Social Sciences,16501
T14501,Global Economic and Social Development,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,16469
T13660,Philosophical and Historical Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,16450
T12453,Infectious Aortic and Vascular Conditions,2746,Surgery,27,Medicine,4,Health Sciences,16389
T13777,Cognitive and psychological constructs research,3207,Social Psychology,32,Psychology,2,Social Sciences,16347
T13054,Agricultural and Financial Auditing,1100,General Agricultural and Biological Sciences,11,Agricultural and Biological Sciences,1,Life Sciences,16342
T14074,Persona Design and Applications,1709,Human-Computer Interaction,17,Computer Science,3,Physical Sciences,16301
T13021,Geology and Environmental Impact Studies,3308,Law,33,Social Sciences,2,Social Sciences,16293
T12951,Burkholderia infections and melioidosis,2713,Epidemiology,27,Medicine,4,Health Sciences,16285
T13881,Sociology and Norbert Elias,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,16285
T13732,"Aerospace, Electronics, Mathematical Modeling",2309,Nature and Landscape Conservation,23,Environmental Science,3,Physical Sciences,16268
T13679,Tardigrade Biology and Ecology,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences,16224
T13030,Survey Sampling and Estimation Techniques,2613,Statistics and Probability,26,Mathematics,3,Physical Sciences,16140
T14065,Biological Research and Disease Studies,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,16134
T12905,Management Systems and Quality Improvement,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences,16117
T12479,Web Application Security Vulnerabilities,1710,Information Systems,17,Computer Science,3,Physical Sciences,16064
T12835,FOXO transcription factor regulation,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,16036
T12569,Restless Legs Syndrome Research,2713,Epidemiology,27,Medicine,4,Health Sciences,16008
T12476,Intraoperative Neuromonitoring and Anesthetic Effects,2746,Surgery,27,Medicine,4,Health Sciences,15988
T13934,Indigenous Knowledge Systems and Agriculture,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,15948
T13670,Ziziphus Jujuba Studies and Applications,1106,Food Science,11,Agricultural and Biological Sciences,1,Life Sciences,15900
T12750,Nigella sativa pharmacological applications,2707,Complementary and alternative medicine,27,Medicine,4,Health Sciences,15896
T13012,Coenzyme Q10 studies and effects,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,15892
T13935,Mathematical Control Systems and Analysis,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,15866
T13715,Power Line Inspection Robots,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,15864
T14492,"War, Law, and Justice",3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,15841
